Price,Close,High,Low,Open,Volume
Ticker,GOOG,GOOG,GOOG,GOOG,GOOG
Date,,,,,
2020-11-16,88.46361541748047,89.34210224720016,87.78376619529506,87.98290392040381,24936000
2020-11-17,87.90594482421875,88.64339861156786,87.74951408485073,88.24313778445598,22942000
2020-11-18,86.74536895751953,88.07080174601607,86.71358875951046,87.6615994921091,23470000
2020-11-19,87.59656524658203,87.87813907418395,86.25996287701602,86.32824409450092,24998000
2020-11-20,86.51744079589844,88.09713053872399,86.50105815463596,87.6606187752798,46270000
2020-11-23,86.15342712402344,87.09896008839227,85.30225725984842,86.88542502347123,43232000
2020-11-24,87.8428726196289,87.97794984411425,85.79736879323788,85.93691676620557,31560000
2020-11-25,87.96949768066406,88.32258068192824,87.23005870495021,88.04199957258817,20916000
2020-11-27,89.05010223388672,89.58692541003835,88.01965543168285,88.05193574801741,17698000
2020-11-30,87.43863677978516,88.79559980634644,87.15358490191596,88.45388308870092,36476000
2020-12-01,89.29393768310547,90.62135589829055,87.86720065764494,88.11550147210329,34738000
2020-12-02,90.77629852294922,91.15868391861666,88.86552333067591,89.29394228119898,24440000
2020-12-03,90.71768951416016,91.73224619755354,90.51308838630666,90.58062699052718,24546000
2020-12-04,90.77827453613281,91.03501671650999,90.23201731869553,90.60595371906307,27564000
2020-12-07,90.35567474365234,90.99579498873197,89.67533291775825,90.33183580370466,26418000
2020-12-08,90.30948638916016,90.47585126764606,89.19983151302829,89.88985740984829,21926000
2020-12-09,88.60018920898438,91.09015369158179,87.78974099788228,89.98471942656874,30152000
2020-12-10,88.16317749023438,88.46014125711915,86.42457170810688,87.88855230933521,27256000
2020-12-11,88.48298645019531,88.61607834959379,87.40188377022606,87.55384374235868,24414000
2020-12-14,87.40486145019531,89.25867611149724,87.26357823134042,88.14678589327933,32004000
2020-12-15,87.78773498535156,87.96899729214239,86.9027921109497,87.6213776974754,29646000
2020-12-16,87.55086517333984,88.04746678228955,87.2072161931232,88.04150325893988,30270000
2020-12-17,86.80099487304688,87.98708439196274,86.34213697110056,87.82449312778864,32494000
2020-12-18,85.96223449707031,87.1590461990516,85.42640396508894,87.11286109740938,80328000
2020-12-21,86.37739562988281,86.45089776294904,84.37261358419228,85.0931845470445,36568000
2020-12-22,85.58929443359375,86.27981288126546,85.04675775602949,86.132073592424,18734000
2020-12-23,86.0302734375,86.80546328080491,85.66576348918727,85.81822357899378,20676000
2020-12-24,86.35157012939453,86.70664604729721,85.86788063556062,86.16038123324647,6936000
2020-12-28,88.20092010498047,88.9278486626272,86.72328466948211,86.9864829403542,27860000
2020-12-29,87.33831787109375,89.01286315485197,87.20771140146256,88.78194521823438,25988000
2020-12-30,86.38484191894531,87.65490569979325,85.6935733207696,87.50170301067044,26122000
2020-12-31,86.99864959716797,87.34875466158964,86.18124524010686,86.18124524010686,20238000
2021-01-04,85.82467651367188,87.43416094779484,84.81210513504557,87.27971554833394,38038000
2021-01-05,86.4543685913086,86.78957620701044,85.31690413411205,85.66378116067315,22906000
2021-01-06,86.1747817993164,86.80596048792144,84.37260812123313,84.55287777406056,52042000
2021-01-07,88.75513458251953,88.81223892370902,86.26219213131584,86.41166668470011,45300000
2021-01-08,89.74634552001953,89.87695199963167,88.07404306013555,88.79138604026096,41012000
2021-01-11,87.73561096191406,89.10598639588073,87.42772034369571,88.69653400477449,24194000
2021-01-12,86.73394775390625,88.29774714914754,85.67916952119752,87.09994287337514,27140000
2021-01-13,87.12378692626953,87.65191867243024,86.30985313597574,86.33816282224139,21882000
2021-01-14,86.41761779785156,88.14728197733925,86.08091743532361,87.0850474222712,23590000
2021-01-15,86.21949005126953,87.20325938884481,85.49246293754388,86.31880887329885,26844000
2021-01-19,88.93440246582031,89.84889786069577,86.48118909961785,87.0170272514447,34692000
2021-01-20,93.70376586914062,94.53855311547629,90.65611726122195,90.9506031893154,49806000
2021-01-21,93.91978454589844,96.08546052520303,93.71419074084986,94.25499216619674,41278000
2021-01-22,94.40645599365234,94.89809436257674,93.44851097182695,94.13977963050202,25442000
2021-01-25,94.32451629638672,95.82325512902538,92.74184863470315,95.38078743440725,38546000
2021-01-26,95.21045684814453,95.59582022398403,93.57191990190354,93.80010994241069,26262000
2021-01-27,90.91732788085938,93.8577087603916,89.83523249678757,93.48675031044843,54966000
2021-01-28,92.52234649658203,94.29620299289358,91.50580443786549,91.57035749557768,35462000
2021-01-29,91.16315460205078,92.23283044287375,89.89483355305028,91.68110976359064,32252000
2021-02-01,94.42134857177734,95.46629885336267,91.91748702295025,92.04858603471745,32044000
2021-02-02,95.72045135498047,97.1233492544962,95.07387515023767,95.47462842864842,45474000
2021-02-03,102.80001068115234,105.10572703089974,100.23307382376947,102.9455145881989,82364000
2021-02-04,102.4176254272461,103.22112494851007,101.43534902427872,102.74141367609894,37046000
2021-02-05,104.18702697753906,104.41099632063766,102.26666622770678,102.79654085147969,30702000
2021-02-08,103.93424987792969,105.45569096544332,102.89585419269478,104.5798334997149,24838000
2021-02-09,103.46744537353516,104.54109937261362,103.22063733336277,103.22063733336277,17798000
2021-02-10,104.05691528320312,104.70200641313257,102.45339416940318,103.998818284505,22710000
2021-02-11,104.08223724365234,104.38714984460405,103.16004314219794,104.2620067842716,18914000
2021-02-12,104.49044799804688,104.72435149841463,103.44858173267288,103.8021573200339,17114000
2021-02-16,105.37389373779297,106.90243490328483,104.50285563064797,104.50285563064797,22676000
2021-02-17,105.69222259521484,105.95790629651489,104.23271264976394,104.28634647663638,21418000
2021-02-18,105.1405029296875,105.91197226654648,104.47058778252092,104.80231732410832,22432000
